incident_zone,mode,metric,duration_hours,mean,ci95_low,ci95_high,replications,sampled_node
1,B_N,mean_response_min,9.620689655172415,80.5859281440221,63.899004206110675,97.27285208193354,10,False
1,B_N,mean_response_min,9.719827586206897,80.6115678495774,63.83331487858345,97.38982082057134,10,False
1,B_N,mean_response_min,9.818965517241379,80.66224392330452,63.792996486042966,97.53149136056606,10,False
1,B_N,mean_response_min,9.918103448275863,80.74220411434158,63.78308309914584,97.70132512953731,10,False
1,B_N,mean_response_min,10.0,80.83336397428778,63.80128492683416,97.8654430217414,10,True
1,B_N,mean_response_min,10.017241379310345,80.85669257420398,63.80875281614445,97.9046323322635,10,False
1,B_N,mean_response_min,10.116379310344827,81.04878228845634,63.88579285389157,98.2117717230211,10,False
1,B_N,mean_response_min,10.215517241379311,81.33137217692972,64.01483126381899,98.64791309004045,10,False
1,B_N,mean_response_min,10.314655172413794,81.69310496874104,64.1861205672299,99.20008937025217,10,False
1,B_N,mean_response_min,10.413793103448276,82.12262339300715,64.3903700626457,99.85487672336859,10,False
1,B_N,mean_response_min,10.51293103448276,82.60857017884489,64.62063869783124,100.59650165985853,10,False
1,B_N,mean_response_min,10.612068965517242,83.13958805537109,64.87344797140409,101.4057281393381,10,False
1,B_N,mean_response_min,10.711206896551724,83.70431975170266,65.14916622820328,102.25947327520203,10,False
1,B_N,mean_response_min,10.810344827586206,84.2914079969564,65.45177343783112,103.13104255608167,10,False
1,B_N,mean_response_min,10.90948275862069,84.88949552024921,65.78814749519395,103.99084354530447,10,False
1,B_N,mean_response_min,11.0,85.43555028343903,66.13213937245304,104.73896119442502,10,True
1,B_N,mean_response_min,11.008620689655173,85.48850076136085,66.16857716847582,104.80842435424589,10,False
1,B_N,mean_response_min,11.107758620689655,86.26895352134851,66.8340389287863,105.70386811391072,10,False
1,B_N,mean_response_min,11.206896551724139,87.34433339041124,67.9260605709203,106.76260620990217,10,False
1,B_N,mean_response_min,11.306034482758621,88.68492169986438,69.4037465177469,107.96609688198185,10,False
1,B_N,mean_response_min,11.405172413793103,90.26099978102329,71.22392575322374,109.29807380882283,10,False
1,B_N,mean_response_min,11.504310344827587,92.04284896520332,73.34174777508294,110.7439501553237,10,False
1,B_N,mean_response_min,11.60344827586207,94.00075058371979,75.71110386959117,112.29039729784841,10,False
1,B_N,mean_response_min,11.702586206896552,96.10498596788804,78.2849510545703,113.92502088120578,10,False
1,B_N,mean_response_min,11.801724137931036,98.32583644902347,81.01559538301686,115.63607751503008,10,False
1,B_N,mean_response_min,11.900862068965518,100.63358335844137,83.85498017588598,117.41218654099676,10,False
1,B_N,mean_response_min,12.0,102.99850802745709,86.7550178072891,119.24199824762509,10,True
1,B_E,mean_response_min,0.5,6.958107506207635,4.398603548609213,9.517611463806057,10,True
1,B_E,mean_response_min,0.5991379310344828,7.482617333184352,4.687204362618522,10.278030303750182,10,False
1,B_E,mean_response_min,0.6982758620689655,8.0103894561962,4.9408206702629975,11.079958242129404,10,False
1,B_E,mean_response_min,0.7974137931034483,8.491184568515989,5.158312877769594,11.824056259262383,10,False
1,B_E,mean_response_min,0.896551724137931,8.874763363416525,5.337695280162677,12.411831446670373,10,False
1,B_E,mean_response_min,0.9956896551724138,9.110886534170621,5.471566114528393,12.75020695381285,10,False
1,B_E,mean_response_min,1.0,9.117031550641387,5.476149405056322,12.757913696226453,10,True
1,B_E,mean_response_min,1.0948275862068966,9.256219240825706,5.6079347745058765,12.904503707145535,10,False
1,B_E,mean_response_min,1.1939655172413794,9.418830880638797,5.803410333200373,13.034251428077223,10,False
1,B_E,mean_response_min,1.293103448275862,9.598446551392271,6.038382133395555,13.158510969388988,10,False
1,B_E,mean_response_min,1.3922413793103448,9.794586150999148,6.291311201663985,13.29786110033431,10,False
1,B_E,mean_response_min,1.4913793103448276,10.006769577372456,6.540789352661258,13.472749802083655,10,False
1,B_E,mean_response_min,1.5905172413793105,10.234516728425211,6.76816009956314,13.700873357287282,10,False
1,B_E,mean_response_min,1.6896551724137931,10.477347502070444,6.960443097168788,13.9942519069721,10,False
1,B_E,mean_response_min,1.7887931034482758,10.734781796221174,7.112434803592466,14.357128788849883,10,False
1,B_E,mean_response_min,1.8879310344827587,11.006339508790424,7.226834091861201,14.785844925719648,10,False
1,B_E,mean_response_min,1.9870689655172415,11.291540537691215,7.312247220611539,15.270833854770892,10,False
1,B_E,mean_response_min,2.0,11.329721376236918,7.32183845294448,15.337604299529357,10,True
1,B_E,mean_response_min,2.086206896551724,11.593497702323722,7.3763389022031385,15.810656502444306,10,False
1,B_E,mean_response_min,2.185344827586207,11.917429257344404,7.41836309999504,16.416495414693767,10,False
1,B_E,mean_response_min,2.2844827586206895,12.262711432887391,7.439648227077814,17.085774638696968,10,False
1,B_E,mean_response_min,2.3836206896551726,12.628638979940533,7.442480542918552,17.814797416962513,10,False
1,B_E,mean_response_min,2.4827586206896552,13.014506649491661,7.429796205440981,18.599217093542343,10,False
1,B_E,mean_response_min,2.581896551724138,13.419609192528625,7.404942241254699,19.434276143802553,10,False
1,B_E,mean_response_min,2.681034482758621,13.843241360039269,7.371487493505001,20.314995226573537,10,False
1,B_E,mean_response_min,2.7801724137931036,14.284697903011423,7.333089194011795,21.236306612011052,10,False
1,B_E,mean_response_min,2.8793103448275863,14.743273572432944,7.293407172179234,22.193139972686655,10,False
1,B_E,mean_response_min,2.978448275862069,15.218263119291658,7.2560534236029826,23.180472814980334,10,False
1,B_E,mean_response_min,3.0775862068965516,15.708961294575422,7.224565458671007,24.19335713047984,10,False
1,B_E,mean_response_min,3.1767241379310347,16.214662849272077,7.202394375573631,25.226931322970522,10,False
1,B_E,mean_response_min,3.2758620689655173,16.734662534369452,7.19290127974365,26.276423788995253,10,False
1,B_E,mean_response_min,3.375,17.268255100855395,7.199357852484157,27.337152349226635,10,False
1,B_E,mean_response_min,3.474137931034483,17.81473529971775,7.224948433409786,28.404522166025714,10,False
1,B_E,mean_response_min,3.5732758620689657,18.373397881944364,7.27277201157958,29.474023752309147,10,False
1,B_E,mean_response_min,3.6724137931034484,18.94353759852307,7.34584315549246,30.541232041553677,10,False
1,B_E,mean_response_min,3.771551724137931,19.524449200441712,7.447091274791363,31.601807126092062,10,False
1,B_E,mean_response_min,3.8706896551724137,20.115427438688133,7.579357787444893,32.651497089931375,10,False
1,B_E,mean_response_min,3.969827586206897,20.715767064250176,7.745390825984645,33.68614330251571,10,False
1,B_E,mean_response_min,4.0,20.900229721183347,7.803031253439604,33.99742818892709,10,True
1,B_E,mean_response_min,4.068965517241379,21.391556547720224,8.013246841768972,34.76986625367148,10,False
1,B_E,mean_response_min,4.168103448275862,22.318407609356665,8.556409309456214,36.08040590925712,10,False
1,B_E,mean_response_min,4.267241379310345,23.466999145807005,9.341512442664055,37.592485848949956,10,False
1,B_E,mean_response_min,4.366379310344827,24.794576157078662,10.319270913949733,39.269881400207595,10,False
1,B_E,mean_response_min,4.4655172413793105,26.258383643179105,11.442288146736493,41.074479139621715,10,False
1,B_E,mean_response_min,4.564655172413794,27.815666604115744,12.667813639627365,42.96351956860413,10,False
1,B_E,mean_response_min,4.663793103448276,29.423670039896002,13.95890412385714,44.88843595593487,10,False
1,B_E,mean_response_min,4.762931034482759,31.039638950527355,15.284254212551899,46.79502368850281,10,False
