incident_zone,duration_hours,external_count,replications,mean_response_min_n,mean_response_min_mean,mean_response_min_ci95_low,mean_response_min_ci95_high,cumulative_response_gain_min_n,cumulative_response_gain_min_mean,cumulative_response_gain_min_ci95_low,cumulative_response_gain_min_ci95_high,marginal_response_gain_min_n,marginal_response_gain_min_mean,marginal_response_gain_min_ci95_low,marginal_response_gain_min_ci95_high,total_delay_penalty_yuan_n,total_delay_penalty_yuan_mean,total_delay_penalty_yuan_ci95_low,total_delay_penalty_yuan_ci95_high,avoided_penalty_yuan_n,avoided_penalty_yuan_mean,avoided_penalty_yuan_ci95_low,avoided_penalty_yuan_ci95_high,avoided_penalty_per_vehicle_yuan_n,avoided_penalty_per_vehicle_yuan_mean,avoided_penalty_per_vehicle_yuan_ci95_low,avoided_penalty_per_vehicle_yuan_ci95_high,marginal_break_even_cost_yuan_n,marginal_break_even_cost_yuan_mean,marginal_break_even_cost_yuan_ci95_low,marginal_break_even_cost_yuan_ci95_high,external_dispatches_n,external_dispatches_mean,external_dispatches_ci95_low,external_dispatches_ci95_high
1,6.0,4,10,10,6.027922560833571,4.4270053989411355,7.628839722726006,10,47.737402427106396,34.636709841510424,60.83809501270237,10,1.8741201908295289,-0.10766012603731268,3.8559005076963704,10,40609.80982858096,11387.863512017091,69831.75614514483,10,728911.001867829,455806.05740728194,1002015.9463283761,10,182227.75046695725,113951.51435182049,250503.98658209402,10,30377.8610177133,-7286.0288838779525,68041.75091930456,10,26.9,25.232537986680082,28.567462013319915
1,6.0,5,10,10,5.220454417401762,4.163741886184116,6.277166948619408,10,48.54487057053821,34.917071769812374,62.17266937126404,10,0.8074681434318084,0.21228082256876502,1.4026554642948517,10,28339.12487456666,9983.02148364577,46695.228265487545,10,741181.6868218433,457428.7715628702,1024934.6020808164,10,148236.33736436866,91485.75431257405,204986.92041616328,10,12270.6849540143,887.8611636060105,23653.508744422586,10,32.2,30.454242508997957,33.94575749100205
1,6.0,6,10,10,4.701315653384272,4.136697897720859,5.265933409047685,10,49.06400933455569,35.0004943199021,63.12752434920928,10,0.5191387640174904,-0.007959034385135566,1.0462365624201162,10,20350.852689551528,10972.533252380948,29729.172126722107,10,749169.9590068585,457103.4197986365,1041236.4982150805,10,124861.65983447639,76183.90329977272,173539.41636918008,10,7988.272185015134,-1328.9654635532515,17305.50983358352,10,37.3,34.938238584905925,39.66176141509407
1,8.0,0,10,10,79.84132592050703,64.00723531049897,95.6754165305151,10,0.0,0.0,0.0,0,,,,10,1478322.8520880728,1036227.5075538973,1920418.1966222483,10,0.0,0.0,0.0,0,,,,0,,,,10,0.0,0.0,0.0
1,8.0,1,10,10,44.54681044533326,31.51284244339365,57.58077844727286,10,35.29451547517377,31.6841275193878,38.904903430959735,10,35.29451547517377,31.6841275193878,38.904903430959735,10,804429.4524215014,463026.5559504551,1145832.3488925477,10,673893.3996665713,566289.6699478714,781497.1293852712,10,673893.3996665713,566289.6699478714,781497.1293852712,10,673893.3996665713,566289.6699478714,781497.1293852712,10,13.0,12.662777520546344,13.337222479453656
1,8.0,2,10,10,19.96141898598081,10.288636978647084,29.634200993314536,10,59.87990693452622,52.546837725664076,67.21297614338836,10,24.58539145935244,20.58165158732826,28.58913133137662,10,332017.3534789631,92881.13434826277,571153.5726096634,10,1146305.4986091093,932037.4892292237,1360573.507988995,10,573152.7493045547,466018.74461461185,680286.7539944975,10,472412.0989425384,362995.935908419,581828.2619766577,10,23.3,22.035977864467302,24.5640221355327
1,8.0,3,10,10,9.703963427968208,3.8239967476151344,15.583930108321283,10,70.13736249253883,58.944366402677026,81.33035858240063,10,10.257455558012603,5.837040047684077,14.67787106834113,10,129261.26724959491,-13353.424476643151,271875.95897583297,10,1349061.5848384774,1033243.1498763097,1664880.0198006453,10,449687.19494615926,344414.3832921033,554960.0066002152,10,202756.08622936817,96341.29618893084,309170.8762698055,10,29.8,27.468526596545424,32.13147340345458
1,8.0,4,10,10,6.346453323660599,4.186453878501354,8.506452768819845,10,73.49487259684642,59.40897634880494,87.5807688448879,10,3.3575101043076088,-0.41105441516882646,7.126074623784044,10,58981.310855950185,7107.389410467651,110855.23230143273,10,1419341.5412321226,1023814.2379152535,1814868.8445489916,10,354835.38530803064,255953.55947881337,453717.2111372479,10,70279.9563936447,-21083.182939923223,161643.0957272126,10,36.1,33.4138371994291,38.7861628005709
1,8.0,5,10,10,4.945900668480535,4.191366677296687,5.700434659664383,10,74.8954252520265,59.63724576825988,90.15360473579312,10,1.4005526551800636,-0.03058973176653379,2.831695042126661,10,30849.886011246366,13023.313381986045,48676.45864050669,10,1447472.9660768262,1021198.9219648493,1873747.010188803,10,289494.59321536525,204239.78439296986,374749.40203776065,10,28131.42484470382,-6204.967064035365,62467.816753443,10,42.4,40.26189246620179,44.538107533798204
1,8.0,6,10,10,4.501324146030998,4.0423301486878955,4.960318143374101,10,75.34000177447602,59.76313531440135,90.91686823455069,10,0.4445765224495376,0.0709734649172768,0.8181795799817984,10,22579.30161617608,12324.562021143909,32834.04121120825,10,1455743.5504718965,1021635.0014803123,1889852.0994634808,10,242623.9250786494,170272.5002467187,314975.3499105801,10,8270.584395070295,-180.19366181154146,16721.362451952133,10,48.0,45.71284586661762,50.28715413338238
